"id";"status";"locale";"group";"key";"value";"created_at";"updated_at"
"1";"1";"en";"auth";"failed";"These credentials do not match our records.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"2";"1";"en";"auth";"password";"The provided password is incorrect.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"3";"1";"en";"auth";"throttle";"Too many login attempts. Please try again in :seconds seconds.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"4";"1";"en";"pagination";"previous";"&laquo; Previous";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"5";"1";"en";"pagination";"next";"Next &raquo;";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"6";"1";"en";"passwords";"reset";"Your password has been reset!";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"7";"1";"en";"passwords";"sent";"We have emailed your password reset link!";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"8";"1";"en";"passwords";"throttled";"Please wait before retrying.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"9";"1";"en";"passwords";"token";"This password reset token is invalid.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"10";"1";"en";"passwords";"user";"We can't find a user with that email address.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"11";"1";"en";"validation";"accepted";"The :attribute must be accepted.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"12";"1";"en";"validation";"accepted_if";"The :attribute must be accepted when :other is :value.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"13";"1";"en";"validation";"active_url";"The :attribute is not a valid URL.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"14";"1";"en";"validation";"after";"The :attribute must be a date after :date.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"15";"1";"en";"validation";"after_or_equal";"The :attribute must be a date after or equal to :date.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"16";"1";"en";"validation";"alpha";"The :attribute must only contain letters.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"17";"1";"en";"validation";"alpha_dash";"The :attribute must only contain letters, numbers, dashes and underscores.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"18";"1";"en";"validation";"alpha_num";"The :attribute must only contain letters and numbers.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"19";"1";"en";"validation";"array";"The :attribute must be an array.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"20";"1";"en";"validation";"before";"The :attribute must be a date before :date.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"21";"1";"en";"validation";"before_or_equal";"The :attribute must be a date before or equal to :date.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"22";"1";"en";"validation";"between.array";"The :attribute must have between :min and :max items.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"23";"1";"en";"validation";"between.file";"The :attribute must be between :min and :max kilobytes.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"24";"1";"en";"validation";"between.numeric";"The :attribute must be between :min and :max.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"25";"1";"en";"validation";"between.string";"The :attribute must be between :min and :max characters.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"26";"1";"en";"validation";"boolean";"The :attribute field must be true or false.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"27";"1";"en";"validation";"confirmed";"The :attribute confirmation does not match.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"28";"1";"en";"validation";"current_password";"The password is incorrect.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"29";"1";"en";"validation";"date";"The :attribute is not a valid date.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"30";"1";"en";"validation";"date_equals";"The :attribute must be a date equal to :date.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"31";"1";"en";"validation";"date_format";"The :attribute does not match the format :format.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"32";"1";"en";"validation";"declined";"The :attribute must be declined.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"33";"1";"en";"validation";"declined_if";"The :attribute must be declined when :other is :value.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"34";"1";"en";"validation";"different";"The :attribute and :other must be different.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"35";"1";"en";"validation";"digits";"The :attribute must be :digits digits.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"36";"1";"en";"validation";"digits_between";"The :attribute must be between :min and :max digits.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"37";"1";"en";"validation";"dimensions";"The :attribute has invalid image dimensions.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"38";"1";"en";"validation";"distinct";"The :attribute field has a duplicate value.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"39";"1";"en";"validation";"doesnt_start_with";"The :attribute may not start with one of the following: :values.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"40";"1";"en";"validation";"email";"The :attribute must be a valid email address.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"41";"1";"en";"validation";"ends_with";"The :attribute must end with one of the following: :values.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"42";"1";"en";"validation";"enum";"The selected :attribute is invalid.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"43";"1";"en";"validation";"exists";"The selected :attribute is invalid.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"44";"1";"en";"validation";"file";"The :attribute must be a file.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"45";"1";"en";"validation";"filled";"The :attribute field must have a value.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"46";"1";"en";"validation";"gt.array";"The :attribute must have more than :value items.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"47";"1";"en";"validation";"gt.file";"The :attribute must be greater than :value kilobytes.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"48";"1";"en";"validation";"gt.numeric";"The :attribute must be greater than :value.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"49";"1";"en";"validation";"gt.string";"The :attribute must be greater than :value characters.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"50";"1";"en";"validation";"gte.array";"The :attribute must have :value items or more.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"51";"1";"en";"validation";"gte.file";"The :attribute must be greater than or equal to :value kilobytes.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"52";"1";"en";"validation";"gte.numeric";"The :attribute must be greater than or equal to :value.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"53";"1";"en";"validation";"gte.string";"The :attribute must be greater than or equal to :value characters.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"54";"1";"en";"validation";"image";"The :attribute must be an image.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"55";"1";"en";"validation";"in";"The selected :attribute is invalid.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"56";"1";"en";"validation";"in_array";"The :attribute field does not exist in :other.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"57";"1";"en";"validation";"integer";"The :attribute must be an integer.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"58";"1";"en";"validation";"ip";"The :attribute must be a valid IP address.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"59";"1";"en";"validation";"ipv4";"The :attribute must be a valid IPv4 address.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"60";"1";"en";"validation";"ipv6";"The :attribute must be a valid IPv6 address.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"61";"1";"en";"validation";"json";"The :attribute must be a valid JSON string.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"62";"1";"en";"validation";"lt.array";"The :attribute must have less than :value items.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"63";"1";"en";"validation";"lt.file";"The :attribute must be less than :value kilobytes.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"64";"1";"en";"validation";"lt.numeric";"The :attribute must be less than :value.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"65";"1";"en";"validation";"lt.string";"The :attribute must be less than :value characters.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"66";"1";"en";"validation";"lte.array";"The :attribute must not have more than :value items.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"67";"1";"en";"validation";"lte.file";"The :attribute must be less than or equal to :value kilobytes.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"68";"1";"en";"validation";"lte.numeric";"The :attribute must be less than or equal to :value.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"69";"1";"en";"validation";"lte.string";"The :attribute must be less than or equal to :value characters.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"70";"1";"en";"validation";"mac_address";"The :attribute must be a valid MAC address.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"71";"1";"en";"validation";"max.array";"The :attribute must not have more than :max items.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"72";"1";"en";"validation";"max.file";"The :attribute must not be greater than :max kilobytes.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"73";"1";"en";"validation";"max.numeric";"The :attribute must not be greater than :max.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"74";"1";"en";"validation";"max.string";"The :attribute must not be greater than :max characters.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"75";"1";"en";"validation";"mimes";"The :attribute must be a file of type: :values.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"76";"1";"en";"validation";"mimetypes";"The :attribute must be a file of type: :values.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"77";"1";"en";"validation";"min.array";"The :attribute must have at least :min items.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"78";"1";"en";"validation";"min.file";"The :attribute must be at least :min kilobytes.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"79";"1";"en";"validation";"min.numeric";"The :attribute must be at least :min.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"80";"1";"en";"validation";"min.string";"The :attribute must be at least :min characters.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"81";"1";"en";"validation";"multiple_of";"The :attribute must be a multiple of :value.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"82";"1";"en";"validation";"not_in";"The selected :attribute is invalid.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"83";"1";"en";"validation";"not_regex";"The :attribute format is invalid.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"84";"1";"en";"validation";"numeric";"The :attribute must be a number.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"85";"1";"en";"validation";"password.letters";"The :attribute must contain at least one letter.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"86";"1";"en";"validation";"password.mixed";"The :attribute must contain at least one uppercase and one lowercase letter.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"87";"1";"en";"validation";"password.numbers";"The :attribute must contain at least one number.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"88";"1";"en";"validation";"password.symbols";"The :attribute must contain at least one symbol.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"89";"1";"en";"validation";"password.uncompromised";"The given :attribute has appeared in a data leak. Please choose a different :attribute.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"90";"1";"en";"validation";"present";"The :attribute field must be present.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"91";"1";"en";"validation";"prohibited";"The :attribute field is prohibited.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"92";"1";"en";"validation";"prohibited_if";"The :attribute field is prohibited when :other is :value.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"93";"1";"en";"validation";"prohibited_unless";"The :attribute field is prohibited unless :other is in :values.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"94";"1";"en";"validation";"prohibits";"The :attribute field prohibits :other from being present.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"95";"1";"en";"validation";"regex";"The :attribute format is invalid.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"96";"1";"en";"validation";"required";"The :attribute field is required.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"97";"1";"en";"validation";"required_array_keys";"The :attribute field must contain entries for: :values.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"98";"1";"en";"validation";"required_if";"The :attribute field is required when :other is :value.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"99";"1";"en";"validation";"required_unless";"The :attribute field is required unless :other is in :values.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"100";"1";"en";"validation";"required_with";"The :attribute field is required when :values is present.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"101";"1";"en";"validation";"required_with_all";"The :attribute field is required when :values are present.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"102";"1";"en";"validation";"required_without";"The :attribute field is required when :values is not present.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"103";"1";"en";"validation";"required_without_all";"The :attribute field is required when none of :values are present.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"104";"1";"en";"validation";"same";"The :attribute and :other must match.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"105";"1";"en";"validation";"size.array";"The :attribute must contain :size items.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"106";"1";"en";"validation";"size.file";"The :attribute must be :size kilobytes.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"107";"1";"en";"validation";"size.numeric";"The :attribute must be :size.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"108";"1";"en";"validation";"size.string";"The :attribute must be :size characters.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"109";"1";"en";"validation";"starts_with";"The :attribute must start with one of the following: :values.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"110";"1";"en";"validation";"string";"The :attribute must be a string.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"111";"1";"en";"validation";"timezone";"The :attribute must be a valid timezone.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"112";"1";"en";"validation";"unique";"The :attribute has already been taken.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"113";"1";"en";"validation";"uploaded";"The :attribute failed to upload.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"114";"1";"en";"validation";"url";"The :attribute must be a valid URL.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"115";"1";"en";"validation";"uuid";"The :attribute must be a valid UUID.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"116";"1";"en";"validation";"custom.attribute-name.rule-name";"custom-message";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"117";"1";"en";"core/acl/auth";"login.username";"Email/Username";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"118";"1";"en";"core/acl/auth";"login.email";"Email";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"119";"1";"en";"core/acl/auth";"login.password";"Password";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"120";"1";"en";"core/acl/auth";"login.title";"User Login";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"121";"1";"en";"core/acl/auth";"login.remember";"Remember me?";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"122";"1";"en";"core/acl/auth";"login.login";"Sign in";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"123";"1";"en";"core/acl/auth";"login.placeholder.username";"Please enter your username";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"124";"1";"en";"core/acl/auth";"login.placeholder.email";"Please enter your email";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"125";"1";"en";"core/acl/auth";"login.success";"Login successfully!";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"126";"1";"en";"core/acl/auth";"login.fail";"Wrong username or password.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"127";"1";"en";"core/acl/auth";"login.not_active";"Your account has not been activated yet!";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"128";"1";"en";"core/acl/auth";"login.banned";"This account is banned.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"129";"1";"en";"core/acl/auth";"login.logout_success";"Logout successfully!";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"130";"1";"en";"core/acl/auth";"login.dont_have_account";"You don't have account on this system, please contact administrator for more information!";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"131";"1";"en";"core/acl/auth";"forgot_password.title";"Forgot Password";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"132";"1";"en";"core/acl/auth";"forgot_password.message";"<p>Have you forgotten your password?</p><p>Please enter your email account. System will send a email with active link to reset your password.</p>";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"133";"1";"en";"core/acl/auth";"forgot_password.submit";"Submit";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"134";"1";"en";"core/acl/auth";"reset.new_password";"New password";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"135";"1";"en";"core/acl/auth";"reset.password_confirmation";"Confirm new password";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"136";"1";"en";"core/acl/auth";"reset.email";"Email";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"137";"1";"en";"core/acl/auth";"reset.title";"Reset your password";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"138";"1";"en";"core/acl/auth";"reset.update";"Update";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"139";"1";"en";"core/acl/auth";"reset.wrong_token";"This link is invalid or expired. Please try using reset form again.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"140";"1";"en";"core/acl/auth";"reset.user_not_found";"This username is not exist.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"141";"1";"en";"core/acl/auth";"reset.success";"Reset password successfully!";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"142";"1";"en";"core/acl/auth";"reset.fail";"Token is invalid, the reset password link has been expired!";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"143";"1";"en";"core/acl/auth";"reset.reset.title";"Email reset password";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"144";"1";"en";"core/acl/auth";"reset.send.success";"A email was sent to your email account. Please check and complete this action.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"145";"1";"en";"core/acl/auth";"reset.send.fail";"Can not send email in this time. Please try again later.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"146";"1";"en";"core/acl/auth";"reset.new-password";"New password";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"147";"1";"en";"core/acl/auth";"email.reminder.title";"Email reset password";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"148";"1";"en";"core/acl/auth";"password_confirmation";"Password confirm";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"149";"1";"en";"core/acl/auth";"failed";"Failed";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"150";"1";"en";"core/acl/auth";"throttle";"Throttle";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"151";"1";"en";"core/acl/auth";"not_member";"Not a member yet?";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"152";"1";"en";"core/acl/auth";"register_now";"Register now";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"153";"1";"en";"core/acl/auth";"lost_your_password";"Lost your password?";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"154";"1";"en";"core/acl/auth";"login_title";"Admin";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"155";"1";"en";"core/acl/auth";"login_via_social";"Login with social networks";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"156";"1";"en";"core/acl/auth";"back_to_login";"Back to login page";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"157";"1";"en";"core/acl/auth";"sign_in_below";"Sign In Below";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"158";"1";"en";"core/acl/auth";"languages";"Languages";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"159";"1";"en";"core/acl/auth";"reset_password";"Reset Password";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"160";"1";"en";"core/acl/auth";"settings.email.title";"ACL";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"161";"1";"en";"core/acl/auth";"settings.email.description";"ACL email configuration";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"162";"1";"en";"core/acl/permissions";"notices.role_in_use";"Cannot delete this role, it is still in use!";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"163";"1";"en";"core/acl/permissions";"notices.role_delete_belong_user";"You are not able to delete this role; it belongs to someone else!";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"164";"1";"en";"core/acl/permissions";"notices.role_edit_belong_user";"You are not able to edit this role; it belongs to someone else!";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"165";"1";"en";"core/acl/permissions";"notices.delete_global_role";"You are not allowed to delete global roles!";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"166";"1";"en";"core/acl/permissions";"notices.delete_success";"The selected role was deleted successfully!";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"167";"1";"en";"core/acl/permissions";"notices.modified_success";"The selected role was modified successfully!";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"168";"1";"en";"core/acl/permissions";"notices.create_success";"The new role was successfully created";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"169";"1";"en";"core/acl/permissions";"notices.duplicated_success";"The selected role was duplicated successfully";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"170";"1";"en";"core/acl/permissions";"notices.no_select";"Please select at least one record to take this action!";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"171";"1";"en";"core/acl/permissions";"notices.not_found";"Role not found";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"172";"1";"en";"core/acl/permissions";"name";"Name";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"173";"1";"en";"core/acl/permissions";"current_role";"Current Role";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"174";"1";"en";"core/acl/permissions";"no_role_assigned";"No role assigned";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"175";"1";"en";"core/acl/permissions";"role_assigned";"Assigned Role";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"176";"1";"en";"core/acl/permissions";"create_role";"Create New Role";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"177";"1";"en";"core/acl/permissions";"role_name";"Name";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"178";"1";"en";"core/acl/permissions";"role_description";"Description";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"179";"1";"en";"core/acl/permissions";"permission_flags";"Permission Flags";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"180";"1";"en";"core/acl/permissions";"cancel";"Cancel";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"181";"1";"en";"core/acl/permissions";"reset";"Reset";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"182";"1";"en";"core/acl/permissions";"save";"Save";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"183";"1";"en";"core/acl/permissions";"global_role_msg";"This is a global role and cannot be modified.  You can use the Duplicate button to make a copy of this role that you can then modify.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"184";"1";"en";"core/acl/permissions";"details";"Details";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"185";"1";"en";"core/acl/permissions";"duplicate";"Duplicate";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"186";"1";"en";"core/acl/permissions";"all";"All Permissions";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"187";"1";"en";"core/acl/permissions";"list_role";"List Roles";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"188";"1";"en";"core/acl/permissions";"created_on";"Created On";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"189";"1";"en";"core/acl/permissions";"created_by";"Created By";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"190";"1";"en";"core/acl/permissions";"actions";"Actions";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"191";"1";"en";"core/acl/permissions";"role_in_use";"Cannot delete this role, it is still in use!";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"192";"1";"en";"core/acl/permissions";"role_delete_belong_user";"You are not able to delete this role; it belongs to someone else!";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"193";"1";"en";"core/acl/permissions";"delete_global_role";"Can not delete global role";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"194";"1";"en";"core/acl/permissions";"delete_success";"Delete role successfully";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"195";"1";"en";"core/acl/permissions";"no_select";"Please select at least one role to take this action!";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"196";"1";"en";"core/acl/permissions";"not_found";"No role found!";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"197";"1";"en";"core/acl/permissions";"role_edit_belong_user";"You are not able to edit this role; it belongs to someone else!";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"198";"1";"en";"core/acl/permissions";"modified_success";"Modified successfully";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"199";"1";"en";"core/acl/permissions";"create_success";"Create successfully";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"200";"1";"en";"core/acl/permissions";"duplicated_success";"Duplicated successfully";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"201";"1";"en";"core/acl/permissions";"options";"Options";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"202";"1";"en";"core/acl/permissions";"access_denied_message";"You are not allowed to do this action";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"203";"1";"en";"core/acl/permissions";"roles";"Roles";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"204";"1";"en";"core/acl/permissions";"role_permission";"Roles and Permissions";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"205";"1";"en";"core/acl/permissions";"user_management";"User Management";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"206";"1";"en";"core/acl/permissions";"super_user_management";"Super User Management";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"207";"1";"en";"core/acl/permissions";"action_unauthorized";"This action is unauthorized.";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"208";"1";"en";"core/acl/users";"delete_user_logged_in";"Can't delete this user. This user is logged on!";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"209";"1";"en";"core/acl/users";"no_select";"Please select at least one record to take this action!";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"210";"1";"en";"core/acl/users";"lock_user_logged_in";"Can't lock this user. This user is logged on!";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"211";"1";"en";"core/acl/users";"update_success";"Update status successfully!";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"212";"1";"en";"core/acl/users";"save_setting_failed";"Something went wrong when save your setting";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"213";"1";"en";"core/acl/users";"not_found";"User not found";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"214";"1";"en";"core/acl/users";"email_exist";"That email address already belongs to an existing account";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"215";"1";"en";"core/acl/users";"username_exist";"That username address already belongs to an existing account";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"216";"1";"en";"core/acl/users";"update_profile_success";"Your profile changes were successfully saved";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"217";"1";"en";"core/acl/users";"password_update_success";"Password successfully changed";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
"218";"1";"en";"core/acl/users";"current_password_not_valid";"Current password is not valid";"2023-07-14 23:20:25";"2023-07-14 23:20:25"
